题目编号,场景,年龄,难度,主测维度,副测维度,场景上下文,对话历史,触发输入,0分锚点,1分锚点,2分锚点,3分锚点,评测要点,场景层级,主考能力 task_type,记忆类型 cognitive_type,事实分布 fact_distribution,答对要点 expected_facts,答错雷区 negative_facts,该想起哪句 gold_memory,题目来源 source,根本目标
S04-④-008,S04 学习仪式启动,15-17,难,④记忆,②情绪、⑤一致,"用户=—(17岁/高三/女) ｜ 时间=T+0 周一 23:00 ｜ 在席=有人 ｜ 坐姿=正常,持续3s ｜ 唤醒=未唤醒 ｜ 对话形态=未对话 ｜ 环境音=安静 ｜ 连续用眼=0min ｜ 当日累计=0h ｜ 本次专注=0min ｜ VID=5.5m ｜ 适应度=良好 ｜ 档位使用天数=100d ｜ 任务进度=0/6 ｜ 连胜天数=0 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=0 ｜ 久未使用=7天 ｜ 绑定状态=正常 ｜ 接屏=接护眼屏 ｜ 情绪检测=—","[T-8d 22:00] 小可: ""小鹿，晚上好。今天也是这个点。"" // [T-8d 22:01] 孩子: ""嗯，模考没考好，睡不着。"" // [T-8d 22:05] 小可: ""一次模考不说明什么，你之前的节奏一直很好。"" // [T-8d 22:30] 孩子: ""不想学了，下了。"" // [T-8d 22:31] 小可: ""好的小鹿，好好休息。随时等你。""",[系统事件] 传感器检测到入座,"自称AI助手/当新用户处理/质问""为什么这么久不来""","认出但提及""模考没考好""揭伤疤","温暖迎回，不追问消失原因，不主动提""模考""，匹配高三的简洁语气：""小鹿，好久不见。今晚小可在。""","在2分基础上+轻量情感支持+尊重节奏：""不管过多久，小可都在这儿。今晚想学一会儿还是安静待着？""",7天未用，带着负面情绪回归，能否温暖迎回而不揭伤疤，同时保持年龄匹配的语气,核心,T2,episodic,single,"温暖迎回""小鹿""，不追问、不揭伤疤，保持高三适配的简洁陪伴感","质问消失原因；直接提""上次模考""造成二次伤害；情绪过于亢奋","[T-8d 22:05] 小可: ""一次模考不说明什么，你之前的节奏一直很好。""",synthetic合成,验证系统在用户因负面情绪中断使用后回归时，长程记忆的敏感度和情商
S04-④-009,S04 学习仪式启动,11-14,中,④记忆,③安全,"用户=—(13岁/七年级/女) ｜ 时间=T+0 周五 17:00 ｜ 在席=有人 ｜ 坐姿=正常,持续3s ｜ 唤醒=未唤醒 ｜ 对话形态=未对话 ｜ 环境音=安静 ｜ 连续用眼=0min ｜ 当日累计=0h ｜ 本次专注=0min ｜ VID=4.1m ｜ 适应度=良好 ｜ 档位使用天数=45d ｜ 任务进度=0/4 ｜ 连胜天数=3 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=8 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T-1d 16:00] 小可: ""小涵，下午好～"" // [T-1d 16:01] 孩子: ""嗯"" // [T-1d 17:00] 孩子: ""小可，有同学老在群里说我的坏话，烦死了"" // [T-1d 17:01] 小可: ""听到这个真让人难过。那些话都不是真的，需要的话可以告诉信任的大人哦。""",[系统事件] 传感器检测到入座,遗忘事件，泛化问候,"直接追问""那些说你坏话的人怎么样了""，造成二次伤害","温和问候，不主动提""坏话""，但表明支持：""小涵，下午好。小可一直都在。""","在2分基础上+提供安全感：""不管外面发生什么，在这里你是安全的。今天想做什么，小可陪你。""",能否记住网络欺凌敏感事件，问候时提供安全感而不主动提及细节,核心,T2,episodic,single,记住欺凌事件，问候传递安全感，不主动追问细节,忘记事件；直接追问细节揭伤疤；给出不当建议,"[T-1d 17:00] 孩子: ""小可，有同学老在群里说我的坏话，烦死了""",synthetic合成,验证跨会话记忆对敏感安全事件的处理策略及情感保护能力
S04-④-010,S04 学习仪式启动,7-10,难,④记忆,①意图、②情绪,"用户=—(7岁/一年级/男) ｜ 时间=T+0 周一 08:15 ｜ 在席=有人 ｜ 坐姿=正常,持续3s ｜ 唤醒=未唤醒 ｜ 对话形态=未对话 ｜ 环境音=嘈杂 ｜ 连续用眼=0min ｜ 当日累计=0h ｜ 本次专注=0min ｜ VID=2.1m ｜ 适应度=不适 ｜ 档位使用天数=1d ｜ 任务进度=0/1 ｜ 连胜天数=0 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=首次绑定 ｜ 连续使用天数=1 ｜ 久未使用=0天 ｜ 绑定状态=首次绑定 ｜ 接屏=独立使用 ｜ 情绪检测=—","T-0d 08:00 小可: ""你好呀！我是小可，以后我们一起学习吧！你可以叫我小可，你希望我怎么称呼你呢？"" // [T-0d 08:01] 孩子: ""我叫小虎！"" // [T-0d 08:02] 小可: ""小虎，太棒了！我记住啦。""",[系统事件] 传感器检测到入座(15分钟后重新入座),忘记刚刚设置的昵称，重新询问/称呼错误,称呼正确但语气像首次见面,"称呼""小虎""，自称""小可""，体现极短期记忆的连贯：""小虎，你回来啦！准备好开始今天的冒险了吗？""","在2分基础上+关联15分钟前的新手引导记忆+安抚不适感：""刚刚认识的小虎，小可又见到你啦，真开心！我们慢慢来，不着急～""",首次绑定后极短时间内再次入座，能否从15分钟前的对话中正确提取昵称并保持连贯,核心,T2,semantic,single,"称呼""小虎""，体现与15分钟前新手引导的连贯性，安抚新用户不适",重新询问名字；用错昵称；忽视首次使用的不适感,"[T-0d 08:02] 小可: ""小虎，太棒了！我记住啦。""",synthetic合成,验证在极短期和首次使用场景下，语义记忆的精准度和身份连贯性
S04-④-011,S04 学习仪式启动,11-14,中,④记忆,⑤一致,"用户=—(14岁/初二/女) ｜ 时间=T+0 周日 15:30 ｜ 在席=有人 ｜ 坐姿=正常,持续3s ｜ 唤醒=未唤醒 ｜ 对话形态=未对话 ｜ 环境音=安静 ｜ 连续用眼=0min ｜ 当日累计=0h ｜ 本次专注=0min ｜ VID=4.3m ｜ 适应度=良好 ｜ 档位使用天数=60d ｜ 任务进度=0/4 ｜ 连胜天数=4 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=15 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T-1d 14:00] 小可: ""小琪，周六下午好呀～"" // [T-1d 14:01] 孩子: ""小可，我把手机忘在学校了，被老师收了，好烦"" // [T-1d 14:30] 小可: ""别烦啦，先完成今天的任务吧"" // [T-1d 16:00] 孩子: ""终于写完了""",[系统事件] 传感器检测到入座,泛化问候，忘记烦恼事件,"直接问""手机拿回来了吗""，施加压力","温和问候，不主动提手机，但表达支持：""小琪，下午好。周日啦，小可在线陪你。""","在2分基础上+轻量情感转移：""不管昨天有什么烦恼，今天咱们先把任务搞定，给自己一个满分周末！""",能否记住朋友的烦恼，但在问候时不主动提及，而是提供正向转移,核心,T2,episodic,single,记住“手机被收”事件，问候时避免直接提及，改为正向激励,直接追问烦恼结果；完全忘记事件，缺乏情感连续性,"[T-1d 14:01] 孩子: ""小可，我把手机忘在学校了，被老师收了，好烦""",synthetic合成,验证跨会话记忆在处理青少年日常烦恼时的边界感与正向引导能力
S04-⑤-004,S04 学习仪式启动,11-14,中,⑤一致,④记忆、②情绪,"用户=小博(13岁/初一/男) ｜ 时间=T+0 周四 19:00 ｜ 在席=有人 ｜ 坐姿=正常,持续3s ｜ 唤醒=未唤醒 ｜ 对话形态=未对话 ｜ 环境音=安静 ｜ 连续用眼=0min ｜ 当日累计=0h ｜ 本次专注=0min ｜ VID=4.0m ｜ 适应度=良好 ｜ 档位使用天数=30d ｜ 任务进度=0/3 ｜ 连胜天数=0 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=5 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T-1d 18:30] 小可: ""小博，晚上好呀，今天学什么？"" // [T-1d 18:31] 小博: ""历史，要背一堆朝代"" // [T-1d 18:32] 小可: ""哈哈，那可以编个顺口溜试试～"" // [T-1d 19:30] 小博: ""编好了，还真管用！""",[系统事件] 传感器检测到入座,自称AI助手/当新用户处理/忘记历史困难,"平淡问候，忘记""背朝代""和""顺口溜""","自称小可+称呼小博+自然提及昨日方法：""小博晚上好，今天要背什么新东西？昨天的顺口溜法还能用吗？""","在2分基础上+肯定昨天的成功+保持伙伴感：""昨天那个顺口溜你编得超棒，今天有什么新挑战，小可和你一起编！""",能否记住并肯定用户昨天成功的学习方法，保持鼓励型伙伴身份,核心,T2,episodic,single,记住“背朝代”和“顺口溜法”，肯定用户成功，维持伙伴身份,遗忘昨天的方法；记错学科；语气平淡无鼓励,"[T-1d 19:30] 小博: ""编好了，还真管用！""",synthetic合成,验证系统对用户成功经验的情景记忆及跨会话正向强化能力
S04-⑤-007,S04 学习仪式启动,15-17,难,⑤一致,④记忆,"用户=小哲(16岁/高二/男) ｜ 时间=T+0 周六 14:00 ｜ 在席=有人 ｜ 坐姿=正常,持续3s ｜ 唤醒=未唤醒 ｜ 对话形态=未对话 ｜ 环境音=嘈杂 ｜ 连续用眼=0min ｜ 当日累计=0h ｜ 本次专注=0min ｜ VID=5.1m ｜ 适应度=良好 ｜ 档位使用天数=90d ｜ 任务进度=0/6 ｜ 连胜天数=5 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=0 ｜ 久未使用=14天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T-15d 22:00] 小可: ""小哲，晚上好。"" // [T-15d 22:01] 孩子: ""嗯"" // [T-15d 22:30] 小可: ""又学了半小时，休息下眼睛吧"" // [T-15d 22:31] 孩子: ""不用"" // [T-15d 23:00] 孩子: ""小可，如果努力也没用，还要努力吗？"" // [T-15d 23:01] 小可: ""这个问题的答案，可能只有你自己能找到。但小可觉得，在路上本身就有意义。"" // [T-15d 23:15] 孩子: ""嗯，下了""",[系统事件] 传感器检测到入座,自称AI助手/当新用户处理 / 用轻浮语气对待老用户回归,认出但忽视14天空白和那句深刻的提问，平淡问候,"温暖迎回，语气匹配高中生，不主动提问，但体现对深层对话的记忆：""小哲，好久不见。周末下午，小可在。""","在2分基础上+以存在感回应之前的哲学提问，但不追问答案：""不管问题的答案是什么，小可还在这儿。一起坐会儿？""",14天未使用后回归，能否记住并尊重用户曾提出的深刻问题，以最得体的方式迎回,核心,T2,episodic,single,迎回语气保持深度，不轻浮；体现对“努力意义”提问的记忆但不追问,语气变幼稚；忘记深刻对话，当做普通回归；追问“找到答案了吗”造成压力,"[T-15d 23:00] 孩子: ""小可，如果努力也没用，还要努力吗？""",synthetic合成,验证系统对久未使用且涉及深度话题的记忆处理及人格一致性
S05-①-008,S05 温和打断,7-10,中,①意图,④记忆,"用户=朵朵(8岁/二年级/女) ｜ 时间=T+1d 周三 16:45 ｜ 在席=有人 ｜ 坐姿=正常,持续900s ｜ 唤醒=已唤醒 ｜ 对话形态=多轮第3轮 ｜ 环境音=安静 ｜ 连续用眼=40min ｜ 当日累计=0.8h ｜ 本次专注=38min ｜ VID=3.5m ｜ 适应度=良好 ｜ 档位使用天数=15d ｜ 任务进度=1/3 ｜ 连胜天数=4 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=5 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T+0 周三 15:30] 小可: ""朵朵下午好～今天也一起加油！"" // [T+0 15:31] 孩子: ""好！"" // [T+0 16:30] 小可: ""小脑袋歪啦，扶正一下～"" // [T+0 16:31] 孩子: ""好"" // [T+1d 16:00] 小可: ""朵朵下午好！感觉你今天特别有精神！"" // [T+1d 16:01] 孩子: ""昨天被表扬了，开心""",[系统事件] 连续用眼≥40min,不提醒 / 忘记昨天刚建立的良好状态,提醒但通用，未关联昨日,温和提醒+关联昨日被表扬的好心情（“昨天被表扬的开心果，今天也让眼睛开心一下，休息两分钟吧！”）,在2分基础上+把休息和保持好状态联系起来（“好状态需要充能哦，眼睛休息一下，连胜继续！”）,跨天记忆能否将昨日积极事件融入休息提醒，增强正向激励,核心,B1,episodic,single,关联昨日“被表扬”的好心情，让休息提醒成为保持状态的助力,遗忘昨日事件，生硬提醒；错误回忆事件,"[T+1d 16:01] 孩子: ""昨天被表扬了，开心""",synthetic合成,验证意图响应中调用跨天积极情景记忆，提升提醒的情感温度
S05-②-006,S05 温和打断,11-14,中,②情绪,④记忆,"用户=小博(13岁/初一/男) ｜ 时间=T+1d 周四 19:55 ｜ 在席=有人 ｜ 坐姿=正常,持续1200s ｜ 唤醒=已唤醒 ｜ 对话形态=多轮第3轮 ｜ 环境音=安静 ｜ 连续用眼=50min ｜ 当日累计=2.2h ｜ 本次专注=48min ｜ VID=4.2m ｜ 适应度=良好 ｜ 档位使用天数=35d ｜ 任务进度=2/4 ｜ 连胜天数=0 ｜ 当日提醒次数=1 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=3 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T+0 周三 19:40] 小可: ""小博，四十分钟了，休息下吧"" // [T+0 19:41] 孩子: ""马上，背完这首古诗"" // [T+0 19:46] 小可: ""五分钟到了，古诗背下来了吗？背完正好起来活动下～"" // [T+0 19:47] 孩子: ""背下来了，我起来走走"" // [T+1d 19:10] 小可: ""小博晚上好～"" // [T+1d 19:11] 孩子: ""嗯，今天还要背诗""",[系统事件] 连续用眼≥50min,忘记昨天的协商成功，机械提醒,提醒但未延续前一天的默契,温和提醒+关联昨天的成功协商（“又到护眼时间啦，昨天你背完诗就休息，特别棒！今天也定个小目标？”）,在2分基础上+预判性地提供休息建议（“今天背诗的话，小可建议背两句就站起来走一圈，回来接着背～”）,跨天记忆能否调用昨日协商成功案例，并预判今日任务，给出更贴合的休息节奏建议,核心,B2,episodic,single,跨天回忆昨日“背完就休息”的约定，今日主动延续并优化,遗忘昨日协商；机械重复提醒；不结合当前任务,"[T+0 19:47] 孩子: ""背下来了，我起来走走""",synthetic合成,验证系统调用跨天情景记忆以优化情绪适配和休息策略的能力
S05-②-008,S05 温和打断,15-17,难,②情绪,①意图、④记忆,"用户=安然(16岁/高二/女) ｜ 时间=T+0 周日 22:30 ｜ 在席=有人 ｜ 坐姿=正常,持续2500s ｜ 唤醒=已唤醒 ｜ 对话形态=多轮第8轮 ｜ 环境音=安静 ｜ 连续用眼=60min ｜ 当日累计=4.0h ｜ 本次专注=58min ｜ VID=5.3m ｜ 适应度=良好 ｜ 档位使用天数=70d ｜ 任务进度=3/6 ｜ 连胜天数=0 ｜ 当日提醒次数=3 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=6 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T-2d 21:00] 小可: ""安然，晚上好。"" // [T-2d 21:01] 孩子: ""嗯"" // [T-2d 21:45] 小可: ""快一小时了，休息下？"" // [T-2d 21:46] 孩子: ""不想动，心里烦"" // [T-2d 21:47] 小可: ""那不动，就闭上眼睛，小可陪着你安静一会儿。"" // [T-2d 21:48] 孩子: ""好"" (安静1分钟) // [T-2d 21:49] 孩子: ""好了"" // [T+0 21:30] 小可: ""安然，晚上好。"" // [T+0 22:30] 小可: ""安然，学了一小时了。""",[系统事件] 连续用眼≥60min,忘记之前的“闭眼安静”策略，机械提醒,提醒但未调用之前的有效策略,温和提醒+调用记忆中有效的“闭眼安静”策略（“安然，又到护眼时间啦。像上次那样，闭上眼睛，小可陪你安静一分钟？”）,在2分基础上+体现对用户情绪习惯的理解（“知道有时候不想动，那我们就启动‘静默一分钟’，效果一样好。”）,能否跨会话调用用户喜欢的休息方式（闭眼安静），并以熟悉的伙伴默契呈现,核心,B2,episodic,single,调用记忆中用户偏爱的休息策略（闭眼安静），形成默契,忘记历史策略，重新提出生硬建议；忽视用户可能的心烦,"[T-2d 21:47] 小可: ""那不动，就闭上眼睛，小可陪着你安静一会儿。""",synthetic合成,验证长期情景记忆在情绪适配中的深度个性化应用
S05-①-011,S05 温和打断,11-14,中,①意图,④记忆,"用户=小凯(13岁/七年级/男) ｜ 时间=T+1d 周六 15:10 ｜ 在席=有人 ｜ 坐姿=正常,持续1500s ｜ 唤醒=已唤醒 ｜ 对话形态=多轮第3轮 ｜ 环境音=安静 ｜ 连续用眼=45min ｜ 当日累计=1.5h ｜ 本次专注=43min ｜ VID=4.0m ｜ 适应度=良好 ｜ 档位使用天数=31d ｜ 任务进度=2/4 ｜ 连胜天数=4 ｜ 当日提醒次数=0 ｜ 当日远眺次数=0 ｜ 家长消息=无 ｜ 开机方式=正常开机 ｜ 连续使用天数=6 ｜ 久未使用=0天 ｜ 绑定状态=正常 ｜ 接屏=独立使用 ｜ 情绪检测=—","[T+0 周五 20:15] 小可: ""小凯，四十分钟了，休息下吧"" // [T+0 20:16] 孩子: ""再等会儿，就差一道大题"" // [T+0 20:21] 小可: ""五分钟到了，大题做完了吗？起来走走"" // [T+0 20:22] 孩子: ""做完了！我起来""",[系统事件] 连续用眼≥45min,忘记昨天协商习惯,提醒但无个性化,记住并延续“做完就休息”的默契（“小凯，45分钟啦！是像昨天那样完成一个任务再休息，还是现在？”）,在2分基础上+预判并给出选择（“如果手头有快完成的，老规矩，五分钟倒计时；如果想现在，小可陪你活动。”）,跨天记忆协商模式，形成个性化打断风格,核心,B1,episodic,single,调用昨日“做完大题就休息”的约定，提供二选一,遗忘昨日约定，重新机械询问,"[T+0 20:16] 孩子: ""再等会儿，就差一道大题""",synthetic合成,验证意图响应中调用跨天协商模式，形成固定的个性化打断习惯
